# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_3796	Pcdh19 (+943622)
peak_3797	Pcdh19 (+556225)
peak_3798	Pcdh19 (+343170)
peak_3799	Il1rapl2 (-439309), Esx1 (-10973)
peak_3800	Esx1 (-306576), Il1rapl2 (-143706)
peak_3801	D330045A20Rik (-16521), Trap1a (+130167)
peak_3802	Prps1 (-10439), Frmpd3 (+103911)
peak_3803	Prps1 (+54243), Tsc22d3 (+89803)
peak_3804	Irs4 (-101695), Gm15294 (+47912)
peak_3805	Acsl4 (-242209), Tmem164 (-48982)
peak_3806	Tmem164 (+33467), Ammecr1 (+251535)
peak_3807	Alg13 (-89449), A730046J19Rik (+74660)
peak_3808	Alg13 (-6263), A730046J19Rik (+157846)
peak_3809	Amot (-421040)
peak_3810	Il13ra2 (+222510), Htr2c (+244168)
peak_3811	Il13ra2 (+144576), Htr2c (+322102)
peak_3812	Gm15091 (+78175), Tmem29 (+439320)
peak_3813	Gm15091 (+177660), Tmem29 (+339835)
peak_3814	Maged2 (-53607), Gnl3l (+149446)
peak_3815	Kdm5c (-23846), Iqsec2 (+65115)
peak_3816	Gpr173 (-155261), Cldn34a (-39369)
peak_3817	Usp51 (-32561), Gpr143 (+191922)
peak_3818	Samt2 (-134803), Cldn34b1 (+176104)
peak_3819	Gm15155 (+439700)
peak_3820	Phex (+753592)
peak_3821	Phex (+131912)
peak_3822	Klhl34 (-48771), Smpx (+70691)
peak_3823	Cnksr2 (-69291)
peak_3824	Rps6ka3 (-654967), Cnksr2 (-557597)
peak_3825	Cnksr2 (-826602), Rps6ka3 (-385962)
peak_3826	Map7d2 (-16509), Eif1ax (+25885)
peak_3827	Asb9 (+62735), Mospd2 (+411273)
peak_3828	Fancb (+108598), Glra2 (+238203)
peak_3829	Gemin8 (-759754), Glra2 (-83348)
peak_3830	Gemin8 (-703993), Glra2 (-139109)
peak_3831	Gemin8 (-535938), Glra2 (-307164)
peak_3832	Gemin8 (-503505), Glra2 (-339597)
peak_3833	Gemin8 (-469168), Glra2 (-373934)
peak_3834	Glra2 (-499016), Gemin8 (-344086)
peak_3835	Trappc2 (-23907), Gpm6b (+71975)
peak_3836	Arhgap6 (+133438), Amelx (+258663)
peak_3837	Amelx (-115343), Hccs (+17751)
peak_3838	Hccs (-91209), 4933400A11Rik (+368132)

