# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
Anti-GFP.mLb.mkD.sorted_peak_8	Rp1 (-134105), Sox17 (+1994)
Anti-GFP.mLb.mkD.sorted_peak_48919	Zfp526 (+4490), Gsk3a (+11936)
Anti-GFP.mLb.mkD.sorted_peak_48927	Prr19 (-4577), Pafah1b3 (+1152)
Anti-GFP.mLb.mkD.sorted_peak_48929	Tmem145 (-237)
Anti-GFP.mLb.mkD.sorted_peak_48935	Cnfn (+2690), Megf8 (+49849)
Anti-GFP.mLb.mkD.sorted_peak_48937	Lipe (+108)
Anti-GFP.mLb.mkD.sorted_peak_48958	Tmem91 (-3443), B9d2 (-2549)
Anti-GFP.mLb.mkD.sorted_peak_48983	Cyp2a5 (+1582), Cyp2a22 (+102493)
Anti-GFP.mLb.mkD.sorted_peak_48988	Cyp2t4 (+1388), Egln2 (+11700)
Anti-GFP.mLb.mkD.sorted_peak_49033	Shkbp1 (-86194), Sptbn4 (+4386)
Anti-GFP.mLb.mkD.sorted_peak_49035	Sertad3 (-88)
Anti-GFP.mLb.mkD.sorted_peak_49052	Pld3 (+481)
Anti-GFP.mLb.mkD.sorted_peak_49066	Map3k10 (-189)
Anti-GFP.mLb.mkD.sorted_peak_49079	Zfp780b (+101)
Anti-GFP.mLb.mkD.sorted_peak_49095	Selenov (-5263), Dll3 (+5789)
Anti-GFP.mLb.mkD.sorted_peak_49145	Fbxo27 (+968)
Anti-GFP.mLb.mkD.sorted_peak_49151	Ccer2 (+1233), Nfkbib (+9233)
Anti-GFP.mLb.mkD.sorted_peak_49193	Rasgrp4 (+933)
Anti-GFP.mLb.mkD.sorted_peak_49203	Psmd8 (-31154), Catsperg1 (+2178)
Anti-GFP.mLb.mkD.sorted_peak_49245	Catsperg2 (+563)
Anti-GFP.mLb.mkD.sorted_peak_49269	Zfp14 (+436)
Anti-GFP.mLb.mkD.sorted_peak_49270	Zfp82 (+353)
Anti-GFP.mLb.mkD.sorted_peak_49275	Zfp382 (+567)
Anti-GFP.mLb.mkD.sorted_peak_49286	Wdr62 (-189), Thap8 (+514)
Anti-GFP.mLb.mkD.sorted_peak_49293	E130208F15Rik (-86)
Anti-GFP.mLb.mkD.sorted_peak_49294	Sdhaf1 (-3414)
Anti-GFP.mLb.mkD.sorted_peak_49299	Sdhaf1 (-37296), Lrfn3 (+1581)
Anti-GFP.mLb.mkD.sorted_peak_49302	Hcst (+2046), Tyrobp (+4020)
Anti-GFP.mLb.mkD.sorted_peak_49322	Lin37 (-3102), Igflr1 (-2679), U2af1l4 (-596), U2af1l4 (-573), Psenen (+493)
Anti-GFP.mLb.mkD.sorted_peak_49324	Kmt2b (-562)
Anti-GFP.mLb.mkD.sorted_peak_49332	Rbm42 (+53)
Anti-GFP.mLb.mkD.sorted_peak_49334	Haus5 (-344)
Anti-GFP.mLb.mkD.sorted_peak_49343	Ffar2 (+3837), Krtdap (+32033)
Anti-GFP.mLb.mkD.sorted_peak_49348	Ffar3 (+979)
Anti-GFP.mLb.mkD.sorted_peak_49349	Ffar3 (-4714), Ffar1 (+672)
Anti-GFP.mLb.mkD.sorted_peak_49351	Ffar1 (-4599)
Anti-GFP.mLb.mkD.sorted_peak_49353	Ffar1 (-12246), Cd22 (+5218)
Anti-GFP.mLb.mkD.sorted_peak_49354	Usf2 (-145)
Anti-GFP.mLb.mkD.sorted_peak_49356	Fxyd5 (+174)
Anti-GFP.mLb.mkD.sorted_peak_49357	Fxyd7 (-866)
Anti-GFP.mLb.mkD.sorted_peak_49365	Scn1b (+26)
Anti-GFP.mLb.mkD.sorted_peak_49386	Pdcd2l (+76)
Anti-GFP.mLb.mkD.sorted_peak_49392	4931406P16Rik (+1042), Gm6096 (+61471)
Anti-GFP.mLb.mkD.sorted_peak_49440	Slc7a10 (-310)
Anti-GFP.mLb.mkD.sorted_peak_49442	Lrp3 (+962)
Anti-GFP.mLb.mkD.sorted_peak_49447	Lrp3 (-54390), Gpatch1 (+48552)
Anti-GFP.mLb.mkD.sorted_peak_49463	Nudt19 (+207)
Anti-GFP.mLb.mkD.sorted_peak_49466	Ankrd27 (-589), Rgs9bp (-73)
Anti-GFP.mLb.mkD.sorted_peak_49476	Dpy19l3 (+258)
Anti-GFP.mLb.mkD.sorted_peak_49515	Zfp536 (-1138)
Anti-GFP.mLb.mkD.sorted_peak_49530	Ccne1 (-1628)
Anti-GFP.mLb.mkD.sorted_peak_49556	Zfp619 (-1348)
Anti-GFP.mLb.mkD.sorted_peak_49569	4930433I11Rik (-87409), Vstm2b (+1818)
Anti-GFP.mLb.mkD.sorted_peak_49570	AI987944 (-114)
Anti-GFP.mLb.mkD.sorted_peak_49572	Vmn2r57 (-3698)
Anti-GFP.mLb.mkD.sorted_peak_49573	AW146154 (+426)
Anti-GFP.mLb.mkD.sorted_peak_49578	Zfp788 (-752)
Anti-GFP.mLb.mkD.sorted_peak_49615	Zfp715 (-1251)
Anti-GFP.mLb.mkD.sorted_peak_49622	Lim2 (+458)
Anti-GFP.mLb.mkD.sorted_peak_49641	Klk9 (-9321), Klk10 (+1535)
Anti-GFP.mLb.mkD.sorted_peak_49642	Klk8 (-361)
Anti-GFP.mLb.mkD.sorted_peak_49643	Klk5 (+14)
Anti-GFP.mLb.mkD.sorted_peak_49660	Aspdh (-21599), Lrrc4b (+1307)
Anti-GFP.mLb.mkD.sorted_peak_49664	Emc10 (-235), Fam71e1 (+183)
Anti-GFP.mLb.mkD.sorted_peak_49694	Myh14 (-170)
Anti-GFP.mLb.mkD.sorted_peak_49701	Tbc1d17 (-297), Akt1s1 (-257)
Anti-GFP.mLb.mkD.sorted_peak_49724	Irf3 (-4693), Bcl2l12 (+4624)
Anti-GFP.mLb.mkD.sorted_peak_49728	Scaf1 (-2175), Rras (+577)
Anti-GFP.mLb.mkD.sorted_peak_49748	Slc17a7 (-1802)
Anti-GFP.mLb.mkD.sorted_peak_49770	Slc6a21 (+1899), Trpm4 (+48997)
Anti-GFP.mLb.mkD.sorted_peak_49774	Hrc (-2067), Trpm4 (+546)
Anti-GFP.mLb.mkD.sorted_peak_49796	Bax (-4588)
Anti-GFP.mLb.mkD.sorted_peak_49801	Tulp2 (-3275), Nucb1 (-25)
Anti-GFP.mLb.mkD.sorted_peak_49802	Nucb1 (-4838), Tulp2 (+1538)
Anti-GFP.mLb.mkD.sorted_peak_49808	Bcat2 (-13819), Hsd17b14 (+1441)
Anti-GFP.mLb.mkD.sorted_peak_49837	Sult2b1 (+310)
Anti-GFP.mLb.mkD.sorted_peak_49849	Grwd1 (-1551)
Anti-GFP.mLb.mkD.sorted_peak_49852	Grwd1 (-35060), Grin2d (+1125)
Anti-GFP.mLb.mkD.sorted_peak_49853	Grin2d (-4761), Kdelr1 (-882)
Anti-GFP.mLb.mkD.sorted_peak_49854	Syngr4 (-710), Tmem143 (+483)
Anti-GFP.mLb.mkD.sorted_peak_49863	Kcnj11 (+818)
Anti-GFP.mLb.mkD.sorted_peak_49864	Abcc8 (+111)
Anti-GFP.mLb.mkD.sorted_peak_49866	Kcnc1 (-20124), Myod1 (+1050)
Anti-GFP.mLb.mkD.sorted_peak_49867	Kcnc1 (-564)
Anti-GFP.mLb.mkD.sorted_peak_49871	Sergef (+380)
Anti-GFP.mLb.mkD.sorted_peak_49880	Tsg101 (+205)
Anti-GFP.mLb.mkD.sorted_peak_49882	Spty2d1 (+267)
Anti-GFP.mLb.mkD.sorted_peak_49887	Zdhhc13 (+611)
Anti-GFP.mLb.mkD.sorted_peak_49889	E2f8 (-767)
Anti-GFP.mLb.mkD.sorted_peak_49890	Nav2 (-287677), E2f8 (-78126)
Anti-GFP.mLb.mkD.sorted_peak_49903	Dbx1 (+1993), Nav2 (+388012)
Anti-GFP.mLb.mkD.sorted_peak_49913	Nell1 (-62948), Slc6a5 (+1770)
Anti-GFP.mLb.mkD.sorted_peak_49918	Ano5 (-190)
Anti-GFP.mLb.mkD.sorted_peak_49919	Slc17a6 (+22)
Anti-GFP.mLb.mkD.sorted_peak_49921	Slc17a6 (+5040), Fancf (+235221)
Anti-GFP.mLb.mkD.sorted_peak_49929	Luzp2 (+53)
Anti-GFP.mLb.mkD.sorted_peak_49936	Nipa1 (+796)
Anti-GFP.mLb.mkD.sorted_peak_49954	Otud7a (+372)
Anti-GFP.mLb.mkD.sorted_peak_49983	Fam189a1 (+627)
Anti-GFP.mLb.mkD.sorted_peak_49985	Tjp1 (+194)
Anti-GFP.mLb.mkD.sorted_peak_49987	Tarsl2 (+21)
Anti-GFP.mLb.mkD.sorted_peak_50002	Selenos (-115)
Anti-GFP.mLb.mkD.sorted_peak_50003	Chsy1 (+356)
Anti-GFP.mLb.mkD.sorted_peak_50006	Lrrk1 (-175)
Anti-GFP.mLb.mkD.sorted_peak_50007	Lrrk1 (-37527), Aldh1a3 (+1640)
Anti-GFP.mLb.mkD.sorted_peak_50012	Lins1 (-424), Asb7 (+126)
Anti-GFP.mLb.mkD.sorted_peak_50016	Mef2a (+442)
Anti-GFP.mLb.mkD.sorted_peak_50052	Nr2f2 (+779)
Anti-GFP.mLb.mkD.sorted_peak_50114	Sv2b (+629)
Anti-GFP.mLb.mkD.sorted_peak_50115	Akap13 (+776)
Anti-GFP.mLb.mkD.sorted_peak_50138	Ntrk3 (+232)
Anti-GFP.mLb.mkD.sorted_peak_50213	Kif7 (+2373), Ticrr (+53151)
Anti-GFP.mLb.mkD.sorted_peak_50217	Wdr93 (-296), Pex11a (+213)
Anti-GFP.mLb.mkD.sorted_peak_50252	Idh2 (+655)
Anti-GFP.mLb.mkD.sorted_peak_50276	Gdpgp1 (-59), Cib1 (+7)
Anti-GFP.mLb.mkD.sorted_peak_50292	Man2a2 (+1214), Hddc3 (+27057)
Anti-GFP.mLb.mkD.sorted_peak_50298	Furin (-593)
Anti-GFP.mLb.mkD.sorted_peak_50343	Zfp592 (+340)
Anti-GFP.mLb.mkD.sorted_peak_50350	Slc28a1 (-4325)
Anti-GFP.mLb.mkD.sorted_peak_50364	Cpeb1 (+513)
Anti-GFP.mLb.mkD.sorted_peak_50369	Ap3b2 (-320)
Anti-GFP.mLb.mkD.sorted_peak_50378	Homer2 (+684)
Anti-GFP.mLb.mkD.sorted_peak_50379	Fam103a1 (+642)
Anti-GFP.mLb.mkD.sorted_peak_50381	3110040N11Rik (+96)
Anti-GFP.mLb.mkD.sorted_peak_50384	Gm10160 (-3572), Tm6sf1 (+365)
Anti-GFP.mLb.mkD.sorted_peak_50395	Adamtsl3 (-267)
Anti-GFP.mLb.mkD.sorted_peak_50408	Stard5 (+479)
Anti-GFP.mLb.mkD.sorted_peak_50416	Cemip (+342)
Anti-GFP.mLb.mkD.sorted_peak_50418	Abhd17c (+545)
Anti-GFP.mLb.mkD.sorted_peak_50437	Folh1 (+160)
Anti-GFP.mLb.mkD.sorted_peak_50442	Tyr (-91074), Grm5 (-17855)
Anti-GFP.mLb.mkD.sorted_peak_50451	Tmem135 (+308)
Anti-GFP.mLb.mkD.sorted_peak_50453	Fzd4 (+197)
Anti-GFP.mLb.mkD.sorted_peak_50458	Me3 (+89)
Anti-GFP.mLb.mkD.sorted_peak_50461	Ccdc81 (+40)
Anti-GFP.mLb.mkD.sorted_peak_50481	Ccdc89 (+135)
Anti-GFP.mLb.mkD.sorted_peak_50499	Ankrd42 (+103)
Anti-GFP.mLb.mkD.sorted_peak_50535	Nars2 (+440)
Anti-GFP.mLb.mkD.sorted_peak_50554	Aamdc (-954), Rsf1 (+553)
Anti-GFP.mLb.mkD.sorted_peak_50567	Pak1 (-53837), Aqp11 (-50809)
Anti-GFP.mLb.mkD.sorted_peak_50572	Myo7a (+8120), Gdpd4 (+191449)
Anti-GFP.mLb.mkD.sorted_peak_50573	Omp (+337)
Anti-GFP.mLb.mkD.sorted_peak_50583	Capn5 (-15352), B3gnt6 (+5855)
Anti-GFP.mLb.mkD.sorted_peak_50592	Emsy (+168)
Anti-GFP.mLb.mkD.sorted_peak_50593	Thap12 (+508)
Anti-GFP.mLb.mkD.sorted_peak_50612	Mogat2 (+607)
Anti-GFP.mLb.mkD.sorted_peak_50645	Chrdl2 (+142)
Anti-GFP.mLb.mkD.sorted_peak_50648	Lipt2 (+379)
Anti-GFP.mLb.mkD.sorted_peak_50649	Pgm2l1 (-48409), Kcne3 (+2306)
Anti-GFP.mLb.mkD.sorted_peak_50650	Pgm2l1 (+862)
Anti-GFP.mLb.mkD.sorted_peak_50654	C2cd3 (-4), Ppme1 (+78)
Anti-GFP.mLb.mkD.sorted_peak_50669	Plekhb1 (-19)
Anti-GFP.mLb.mkD.sorted_peak_50679	Relt (+816)
Anti-GFP.mLb.mkD.sorted_peak_50693	P2ry6 (-4694)
Anti-GFP.mLb.mkD.sorted_peak_50703	Fchsd2 (+480)
Anti-GFP.mLb.mkD.sorted_peak_50713	Gm45837 (-37430), Arap1 (+25389)
Anti-GFP.mLb.mkD.sorted_peak_50721	Phox2a (+2456), Inppl1 (+17460)
Anti-GFP.mLb.mkD.sorted_peak_50723	Inppl1 (+73)
Anti-GFP.mLb.mkD.sorted_peak_50727	Folr1 (-15701), Anapc15 (-9932)
Anti-GFP.mLb.mkD.sorted_peak_50733	Numa1 (+339)
Anti-GFP.mLb.mkD.sorted_peak_50736	Trpc2 (+1078), Art5 (+16035)
Anti-GFP.mLb.mkD.sorted_peak_50742	Chrna10 (+3477), Art1 (+11493)
Anti-GFP.mLb.mkD.sorted_peak_50748	Rhog (+241)
Anti-GFP.mLb.mkD.sorted_peak_50749	Stim1 (+300)
Anti-GFP.mLb.mkD.sorted_peak_50764	Olfr641 (-1190)
Anti-GFP.mLb.mkD.sorted_peak_50774	Olfr658 (+259)
Anti-GFP.mLb.mkD.sorted_peak_50779	Cnga4 (-4135), Fam160a2 (-431)
Anti-GFP.mLb.mkD.sorted_peak_50787	Apbb1 (+103)
Anti-GFP.mLb.mkD.sorted_peak_50790	Trim3 (+278)
Anti-GFP.mLb.mkD.sorted_peak_50791	Arfip2 (-281), Gm45799 (+120), Timm10b (+641)
Anti-GFP.mLb.mkD.sorted_peak_50794	Ilk (-423)
Anti-GFP.mLb.mkD.sorted_peak_50809	Olfml1 (-195520), Syt9 (+1136)
Anti-GFP.mLb.mkD.sorted_peak_50837	Stk33 (-54337), Trim66 (+14721)
Anti-GFP.mLb.mkD.sorted_peak_50845	Akip1 (+91)
Anti-GFP.mLb.mkD.sorted_peak_50848	BC051019 (-4007)
Anti-GFP.mLb.mkD.sorted_peak_50849	Tmem9b (+436)
Anti-GFP.mLb.mkD.sorted_peak_50871	Wee1 (+604)
Anti-GFP.mLb.mkD.sorted_peak_50878	Sbf2 (+152)
Anti-GFP.mLb.mkD.sorted_peak_50881	Adm (+490)
Anti-GFP.mLb.mkD.sorted_peak_50887	Ampd3 (-3706)
Anti-GFP.mLb.mkD.sorted_peak_50891	Rnf141 (+592)
Anti-GFP.mLb.mkD.sorted_peak_50896	Galnt18 (+363)
Anti-GFP.mLb.mkD.sorted_peak_50900	Dkk3 (+448)
Anti-GFP.mLb.mkD.sorted_peak_50936	Arntl (+206)
Anti-GFP.mLb.mkD.sorted_peak_50942	Btbd10 (-221)
Anti-GFP.mLb.mkD.sorted_peak_50945	Far1 (-381)
Anti-GFP.mLb.mkD.sorted_peak_50946	Spon1 (+373)
Anti-GFP.mLb.mkD.sorted_peak_50957	Rras2 (+120)
Anti-GFP.mLb.mkD.sorted_peak_50967	Pde3b (+458)
Anti-GFP.mLb.mkD.sorted_peak_50968	Cyp2r1 (-192)
Anti-GFP.mLb.mkD.sorted_peak_50970	Calcb (+758)
Anti-GFP.mLb.mkD.sorted_peak_50981	Sox6 (-39238), Gm4353 (+50311)
Anti-GFP.mLb.mkD.sorted_peak_51001	Nucb2 (-1)
Anti-GFP.mLb.mkD.sorted_peak_51004	Xylt1 (-538)
Anti-GFP.mLb.mkD.sorted_peak_51021	Coq7 (+459)
Anti-GFP.mLb.mkD.sorted_peak_51029	Gde1 (+292)
Anti-GFP.mLb.mkD.sorted_peak_51031	Ccp110 (+339)
Anti-GFP.mLb.mkD.sorted_peak_51052	Gp2 (-17546), Umod (+2424)
Anti-GFP.mLb.mkD.sorted_peak_51055	Thumpd1 (-23828), Acsm3 (-16297)
Anti-GFP.mLb.mkD.sorted_peak_51056	Acsm3 (-1210)
Anti-GFP.mLb.mkD.sorted_peak_51060	Lyrm1 (-316), Dcun1d3 (+200)
Anti-GFP.mLb.mkD.sorted_peak_51063	Tmem159 (+571)
Anti-GFP.mLb.mkD.sorted_peak_51064	Abca14 (-1449), Crym (-404)
Anti-GFP.mLb.mkD.sorted_peak_51067	Abca15 (-1216)
Anti-GFP.mLb.mkD.sorted_peak_51086	Hs3st2 (+401)
Anti-GFP.mLb.mkD.sorted_peak_51089	Scnn1b (-126915), Scnn1g (+3644)
Anti-GFP.mLb.mkD.sorted_peak_51090	Scnn1b (+229)
Anti-GFP.mLb.mkD.sorted_peak_51101	Chp2 (+454)
Anti-GFP.mLb.mkD.sorted_peak_51109	Cacng3 (+454)
Anti-GFP.mLb.mkD.sorted_peak_51125	Arhgap17 (+1)
Anti-GFP.mLb.mkD.sorted_peak_51130	Hs3st4 (+178)
Anti-GFP.mLb.mkD.sorted_peak_51164	Rabep2 (-331)
Anti-GFP.mLb.mkD.sorted_peak_51181	Sgf29 (+276)
Anti-GFP.mLb.mkD.sorted_peak_51190	Ypel3 (-5112), Gdpd3 (+5555)
Anti-GFP.mLb.mkD.sorted_peak_51195	Aldoa (+173)
Anti-GFP.mLb.mkD.sorted_peak_51199	Aldoa (-14869), Fam57b (-9293)
Anti-GFP.mLb.mkD.sorted_peak_51235	Qprt (-13349), Spn (+2248)
Anti-GFP.mLb.mkD.sorted_peak_51253	Itgal (+343)
Anti-GFP.mLb.mkD.sorted_peak_51260	E430018J23Rik (-4164)
Anti-GFP.mLb.mkD.sorted_peak_51280	Zfp629 (+29)
Anti-GFP.mLb.mkD.sorted_peak_51307	Stx4a (-300)
Anti-GFP.mLb.mkD.sorted_peak_51313	Prss53 (-4506), Gm21974 (-22), Vkorc1 (+141)
Anti-GFP.mLb.mkD.sorted_peak_51328	Itgam (-1887), Itgam (-1844)
Anti-GFP.mLb.mkD.sorted_peak_51332	9130023H24Rik (+270), Armc5 (+404)
Anti-GFP.mLb.mkD.sorted_peak_51334	Slc5a2 (-13123), Tgfb1i1 (+5575)
Anti-GFP.mLb.mkD.sorted_peak_51336	Slc5a2 (+4686), Rgs10 (+147811)
Anti-GFP.mLb.mkD.sorted_peak_51349	Inpp5f (+670)
Anti-GFP.mLb.mkD.sorted_peak_51351	Mcmbp (+51865), Inpp5f (+77270)
Anti-GFP.mLb.mkD.sorted_peak_51410	2310057M21Rik (-23)
Anti-GFP.mLb.mkD.sorted_peak_51413	Acadsb (-489), Ikzf5 (+409)
Anti-GFP.mLb.mkD.sorted_peak_51417	Hmx2 (-298)
Anti-GFP.mLb.mkD.sorted_peak_51424	Gpr26 (+737)
Anti-GFP.mLb.mkD.sorted_peak_51429	Oat (+408)
Anti-GFP.mLb.mkD.sorted_peak_51430	Nkx1-2 (+944)
Anti-GFP.mLb.mkD.sorted_peak_51446	Zranb1 (+707)
Anti-GFP.mLb.mkD.sorted_peak_51467	Edrf1 (+212)
Anti-GFP.mLb.mkD.sorted_peak_51472	Fank1 (-321), Dhx32 (+263)
Anti-GFP.mLb.mkD.sorted_peak_51485	Foxi2 (+821)
Anti-GFP.mLb.mkD.sorted_peak_51507	Ebf3 (-2433)
Anti-GFP.mLb.mkD.sorted_peak_51509	9430038I01Rik (+86)
Anti-GFP.mLb.mkD.sorted_peak_51516	Tcerg1l (-379)
Anti-GFP.mLb.mkD.sorted_peak_51521	Mapk1ip1 (-953), Ppp2r2d (+867)
Anti-GFP.mLb.mkD.sorted_peak_51535	Lrrc27 (-14)
Anti-GFP.mLb.mkD.sorted_peak_51545	Inpp5a (+276)
Anti-GFP.mLb.mkD.sorted_peak_51549	Adgra1 (+334)
Anti-GFP.mLb.mkD.sorted_peak_51563	Msx3 (+262)
Anti-GFP.mLb.mkD.sorted_peak_51567	Caly (+825)
Anti-GFP.mLb.mkD.sorted_peak_51573	Paox (+133)
Anti-GFP.mLb.mkD.sorted_peak_51574	Mtg1 (+397)
Anti-GFP.mLb.mkD.sorted_peak_51596	Cox8b (-960)
Anti-GFP.mLb.mkD.sorted_peak_51599	Pgghg (-19445), Nlrp6 (+1234)
Anti-GFP.mLb.mkD.sorted_peak_51645	Rnh1 (-4346)
Anti-GFP.mLb.mkD.sorted_peak_51648	Lrrc56 (-708), Hras (+492)
Anti-GFP.mLb.mkD.sorted_peak_51655	Irf7 (-3043)
Anti-GFP.mLb.mkD.sorted_peak_51657	Drd4 (+1678), Deaf1 (+33988)
Anti-GFP.mLb.mkD.sorted_peak_51682	Cracr2b (-323)
Anti-GFP.mLb.mkD.sorted_peak_51691	Muc6 (-3189)
Anti-GFP.mLb.mkD.sorted_peak_51692	Muc2 (-51023), Muc6 (-38281)
Anti-GFP.mLb.mkD.sorted_peak_51701	Dusp8 (-295)
Anti-GFP.mLb.mkD.sorted_peak_51708	Syt8 (-1190)
Anti-GFP.mLb.mkD.sorted_peak_51714	Igf2 (+5366), Mrpl23 (+121111)
Anti-GFP.mLb.mkD.sorted_peak_51715	Igf2 (+89)
Anti-GFP.mLb.mkD.sorted_peak_51750	Mrgprg (-14291), Mrgpre (+3216)
Anti-GFP.mLb.mkD.sorted_peak_51753	Nadsyn1 (-308), Dhcr7 (-18)
Anti-GFP.mLb.mkD.sorted_peak_51756	Shank2 (-307)
Anti-GFP.mLb.mkD.sorted_peak_51761	Ppfia1 (-856)
Anti-GFP.mLb.mkD.sorted_peak_51762	Fadd (-14)
Anti-GFP.mLb.mkD.sorted_peak_51778	Oraov1 (-5168), Fgf15 (+13481)
Anti-GFP.mLb.mkD.sorted_peak_51779	Oraov1 (+31)
Anti-GFP.mLb.mkD.sorted_peak_51791	Mrgprd (-11939), Mrgprf (+2068)
Anti-GFP.mLb.mkD.sorted_peak_51808	Zfp358 (-19245), Tex45 (+4902)
Anti-GFP.mLb.mkD.sorted_peak_51812	Mcoln1 (-2120)
Anti-GFP.mLb.mkD.sorted_peak_51813	Pnpla6 (-4980)
Anti-GFP.mLb.mkD.sorted_peak_51837	Evi5l (+338)
Anti-GFP.mLb.mkD.sorted_peak_51841	Prr36 (+1797), Evi5l (+48948)
Anti-GFP.mLb.mkD.sorted_peak_51842	Lrrc8e (-13)
Anti-GFP.mLb.mkD.sorted_peak_51844	Map2k7 (+47), Map2k7 (+83)
Anti-GFP.mLb.mkD.sorted_peak_51845	Snapc2 (-1990)
Anti-GFP.mLb.mkD.sorted_peak_51847	Ctxn1 (+394)
Anti-GFP.mLb.mkD.sorted_peak_51889	Efnb2 (+133)
Anti-GFP.mLb.mkD.sorted_peak_51901	Fam155a (+136)
Anti-GFP.mLb.mkD.sorted_peak_51904	Tnfsf13b (+937)
Anti-GFP.mLb.mkD.sorted_peak_51906	Myo16 (+219)
Anti-GFP.mLb.mkD.sorted_peak_51928	Cars2 (-3602), Ing1 (-1681)
Anti-GFP.mLb.mkD.sorted_peak_51947	Arhgef7 (+739)
Anti-GFP.mLb.mkD.sorted_peak_51949	Tex29 (-82237), Arhgef7 (+30132)
Anti-GFP.mLb.mkD.sorted_peak_51955	Sox1 (-7101), A230072I06Rik (+109375)
Anti-GFP.mLb.mkD.sorted_peak_51981	Tubgcp3 (+556)
Anti-GFP.mLb.mkD.sorted_peak_51991	F7 (-96714), Mcf2l (+13427)
Anti-GFP.mLb.mkD.sorted_peak_51999	Proz (+201)
Anti-GFP.mLb.mkD.sorted_peak_52001	Pcid2 (-224), Cul4a (+62)
Anti-GFP.mLb.mkD.sorted_peak_52015	Adprhl1 (+206)
Anti-GFP.mLb.mkD.sorted_peak_52016	Tmco3 (-595), Dcun1d2 (+225)
Anti-GFP.mLb.mkD.sorted_peak_52017	Dcun1d2 (-4938), Tmco3 (+4568)
Anti-GFP.mLb.mkD.sorted_peak_52024	1700029H14Rik (+396)
Anti-GFP.mLb.mkD.sorted_peak_52029	Upf3a (-618)
Anti-GFP.mLb.mkD.sorted_peak_52032	Fbxo25 (-37)
Anti-GFP.mLb.mkD.sorted_peak_52041	Tdrp (+262)
Anti-GFP.mLb.mkD.sorted_peak_52052	Dlgap2 (+953)
Anti-GFP.mLb.mkD.sorted_peak_52060	Arhgef10 (-5274), Cln8 (+18278)
Anti-GFP.mLb.mkD.sorted_peak_52069	Kbtbd11 (+1164), BB014433 (+33880)
Anti-GFP.mLb.mkD.sorted_peak_52081	Csmd1 (+1356)
Anti-GFP.mLb.mkD.sorted_peak_52089	Mcph1 (+140)
Anti-GFP.mLb.mkD.sorted_peak_52094	Angpt2 (+606)
Anti-GFP.mLb.mkD.sorted_peak_52095	Agpat5 (+488)
Anti-GFP.mLb.mkD.sorted_peak_52128	Defa30 (-1860)
Anti-GFP.mLb.mkD.sorted_peak_52137	Alg11 (-604), Atp7b (+188)
Anti-GFP.mLb.mkD.sorted_peak_52149	Slc25a15 (+929)
Anti-GFP.mLb.mkD.sorted_peak_52162	Vdac3 (-789)
Anti-GFP.mLb.mkD.sorted_peak_52168	Dkk4 (-3343)
Anti-GFP.mLb.mkD.sorted_peak_52174	Polb (-51831), Ikbkb (+1329)
Anti-GFP.mLb.mkD.sorted_peak_52195	Nkx6-3 (-13411), Ank1 (+164976)
Anti-GFP.mLb.mkD.sorted_peak_52214	Sfrp1 (+593)
Anti-GFP.mLb.mkD.sorted_peak_52218	Zmat4 (+269)
Anti-GFP.mLb.mkD.sorted_peak_52230	1810011O10Rik (+254)
Anti-GFP.mLb.mkD.sorted_peak_52234	Ido2 (-19447), Ido1 (+1229)
Anti-GFP.mLb.mkD.sorted_peak_52235	Adam18 (-93)
Anti-GFP.mLb.mkD.sorted_peak_52241	Adam32 (-118)
Anti-GFP.mLb.mkD.sorted_peak_52249	Plekha2 (+81)
Anti-GFP.mLb.mkD.sorted_peak_52286	Nsd3 (-3254), Letm2 (-1517)
Anti-GFP.mLb.mkD.sorted_peak_52292	Plpp5 (+1174), Ddhd2 (+33069)
Anti-GFP.mLb.mkD.sorted_peak_52315	Fnta (+530)
Anti-GFP.mLb.mkD.sorted_peak_52318	Gm45692 (-581), Rnf170 (-415), Hook3 (+271)
Anti-GFP.mLb.mkD.sorted_peak_52319	Thap1 (+978)
Anti-GFP.mLb.mkD.sorted_peak_52335	Zfp703 (+852)
Anti-GFP.mLb.mkD.sorted_peak_52337	Erlin2 (+364)
Anti-GFP.mLb.mkD.sorted_peak_52352	Rab11fip1 (-155)
Anti-GFP.mLb.mkD.sorted_peak_52356	Got1l1 (-24502), Adrb3 (+2539)
Anti-GFP.mLb.mkD.sorted_peak_52399	Nrg1 (-352)
Anti-GFP.mLb.mkD.sorted_peak_52400	Nrg1 (-91036)
Anti-GFP.mLb.mkD.sorted_peak_52409	Wrn (-836), Purg (+38)
Anti-GFP.mLb.mkD.sorted_peak_52426	Gtf2e2 (-196)
Anti-GFP.mLb.mkD.sorted_peak_52456	Dctn6 (-585)
Anti-GFP.mLb.mkD.sorted_peak_52457	Mboat4 (+5533), Leprotl1 (+26470)
Anti-GFP.mLb.mkD.sorted_peak_52460	Leprotl1 (+587)
Anti-GFP.mLb.mkD.sorted_peak_52476	Tnks (-142)
Anti-GFP.mLb.mkD.sorted_peak_52483	Ppp1r3b (+562)
Anti-GFP.mLb.mkD.sorted_peak_52493	Gm19410 (-118)
Anti-GFP.mLb.mkD.sorted_peak_52494	Cldn23 (+45)
Anti-GFP.mLb.mkD.sorted_peak_52513	Lonrf1 (+1174), Prag1 (+153514)
